id$$国标ID,name$$名称,direction$$方向 1-上行 2-下行,dir_name$$道路方向,region_id$$所在地市编码,region_name$$所在地市名称,lat$$纬度,lng$$经度,opma_road_id$$所属高速公路路线编码（运营业务）,opma_road_name$$所属高速公路路线名称（运营业务）,opma_clique_id$$所属集团公司编码,opma_clique_name$$所属集团公司名称,opma_manager_corp_id$$所属管理公司编码,opma_manager_corp_name$$所属管理公司名称,opma_manager_id$$所属运管单位编码,opma_manager_name$$所属运管单位名称,stake_num$$桩号,hex_code$$hex编码,reverse_gantry_hex$$反向门架的hex编码,"work_mode$$工作模式 1-路段门架,2-省界入口门架,3-省界出口门架,4-虚拟门架"
G181337001000210020,乳山虚-乳山西虚收费门架,1,青岛方向,371000,威海,36.86574800000000000,121.49110900000000000,G181337,G1813威青高速,YG1,山东高速集团,YG117,山东高速威海发展有限公司,YG117  ,山东高速威海发展有限公司,K081+860,3C4301,3D4303,1
G002037007000510060,高邢青银枢纽-夏津虚收费门架,1,银川方向,371400,德州,36.99466000000000000,116.04844200000000000,G002037,G20青银高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10102,夏津运管中心,K438+800,3C0B1D,3D0B13,1
G002037007000810080,德商青银立交-青银鲁冀收费门架,1,银川方向,371400,德州,37.01951600000000000,115.89179600000000000,G002037,G20青银高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10102,夏津运管中心,K453+200,3E0B0B,3F0B0C,3
G002037007001420170,禹城南虚-齐河北枢纽收费门架,2,青岛方向,371400,德州,36.87198000000000000,116.67047400000000000,G002037,G20青银高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10102,夏津运管中心,K379+950,3D0B17,3C0B19,1
G151137001001420140,西湖虚-陈疃枢纽收费门架,2,日照方向,371100,日照,35.49401100000000000,119.24389200000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG115,山东高速日照发展有限公司,YG115  ,山东高速日照发展有限公司,K020+680,3D1D0C,3C1D03,1
G151137002000210020,沂南虚-高里虚收费门架,1,兰考方向,371300,临沂,35.39421000000000000,118.49270400000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K091+350,3C1E02,3D1E0D,1
G151137002000610060,平邑东虚-平邑虚收费门架,1,兰考方向,371300,临沂,35.43857100000000000,117.74331700000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K162+690,3C1E06,3D1E09,1
G151137002000920090,平邑虚-平邑东虚收费门架,2,日照方向,371300,临沂,35.43875100000000000,117.74241000000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K162+750,3D1E09,3C1E06,1
G151137002001420140,沂南虚-长深日东枢纽收费门架,2,日照方向,371300,临沂,35.40016700000000000,118.52378400000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K088+400,3D1E0E,3C1E01,1
G151137003000210020,泉林虚-泗水虚收费门架,1,兰考方向,370800,济宁,35.50128800000000000,117.37332100000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,K197+950,3C0801,3D080A,1
G151137003002120210,息陬枢纽-曲阜东虚收费门架,2,日照方向,370800,济宁,35.54095900000000000,117.07705200000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,K226+330,3D0808,3C0803,1
G151137003002320230,泗水虚-泉林虚收费门架,2,日照方向,370800,济宁,35.50167900000000000,117.37234700000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,K197+950,3D080A,3C0801,1
G001837007001120110,寿光北虚-寿光东虚收费门架,2,荣成方向,370700,潍坊,37.01168000000000000,118.95086000000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,K410+150,3D440A,3C4405,1
G001837007001220120,寿光东虚-荣乌潍日立交收费门架,2,荣成方向,370700,潍坊,37.00794500000000000,119.00350900000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,K405+500,3D440B,3C4404,1
S002637002000110010,莱泰杨庄虚-范镇虚收费门架,1,泰安方向,370900,泰安,36.21525500000000000,117.41756500000000000,S002637,S26莱泰高速,YG1,山东高速集团,YG116,山东高速泰安发展有限公司,YG116  ,山东高速泰安发展有限公司,K030+920,3C3901,3D3904,1
S002637001000210020,莱芜西虚-莱泰杨庄虚收费门架,1,泰安方向,370100,济南,36.22066400000000000,117.46916300000000000,S002637,S26莱泰高速,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,K026+120,3C3A04,3D3A07,1
G001837014000920090,沾化西虚-沾化东虚收费门架,2,荣成方向,371600,滨州,37.73295800000000000,118.09972700000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,K550+550,3D301A,3C3015,1
G001837011000110010,东港枢纽-陈庄虚收费门架,1,乌海方向,370500,东营,37.69612700000000000,118.52577500000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG108,山东高速东营发展有限公司,YG10801,东营分公司,K512+350,3C3601,3D3606,1
G001837011000520050,利津虚-陈庄虚收费门架,2,荣成方向,370500,东营,37.71175800000000000,118.47695800000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG108,山东高速东营发展有限公司,YG10801,东营分公司,K517+000,3D3605,3C3602,1
G001537008000410040,崇义虚-东厅虚收费门架,1,乌海方向,370600,烟台,37.46651500000000000,121.25493900000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K159+400,3C2504,3D250D,1
G001537008000920090,大杨家枢纽-福山虚收费门架,2,沈阳方向,370600,烟台,37.52639300000000000,121.20161800000000000,G001537,G15沈海高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K418+550,3D2509,3C2508,1
G001537008001120110,古现虚-大杨家枢纽收费门架,2,荣成方向,370600,烟台,37.55642000000000000,121.12964400000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K174+850,3D250B,3C2506,1
G001537008001220120,大杨家枢纽-东厅虚收费门架,2,荣成方向,370600,烟台,37.48538500000000000,121.20935200000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K163+890,3D250C,3C2505,1
G001537008001420140,崇义虚-杜家疃虚收费门架,2,荣成方向,370600,烟台,37.44177400000000000,121.33806400000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K151+350,3D250E,3C2503,1
G001837005000510040,蓬莱东虚-蓬莱西虚收费门架,1,乌海方向,370600,烟台,37.63444900000000000,120.71554000000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K216+440,3C2605,3D260A,1
G001837005001220110,蓬莱西虚-蓬莱东虚收费门架,2,荣成方向,370600,烟台,37.63464400000000000,120.71459000000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K216+490,3D260A,3C2605,1
G001837006000710070,莱州虚-沙河虚收费门架,1,乌海方向,370600,烟台,37.11606600000000000,119.91079100000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K315+100,3C2708,3D270B,1
G001837006001120110,莱州虚-莱州东虚收费门架,2,荣成方向,370600,烟台,37.19645000000000000,120.03548600000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K300+500,3D270C,3C2707,1
G001837006001420140,朱桥虚-招远虚收费门架,2,荣成方向,370600,烟台,37.37532400000000000,120.23858800000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K273+350,3D270F,3C2704,1
S008337001000110010,枣庄东城虚-山亭南虚收费门架,1,滕州方向,370400,枣庄,34.89584100000000000,117.50449500000000000,S008337,S83枣庄连接线高速,YG1,山东高速集团,YG120,山东高速枣庄发展有限公司,YG120  ,山东高速枣庄发展有限公司,K024+500,3C0902,3D4602,1
G001537007000310030,圈村枢纽-沈海日照疏港枢纽收费门架,1,海口方向,371100,日照,35.40349800000000000,119.40379800000000000,G001537,G15沈海高速,YG1,山东高速集团,YG115,山东高速日照发展有限公司,YG115  ,山东高速日照发展有限公司,K723+700,3C2203,3D220C,1
G001537007001020100,岚山虚-日照南虚收费门架,2,沈阳方向,371100,日照,35.14399300000000000,119.28586100000000000,G001537,G15沈海高速,YG1,山东高速集团,YG115,山东高速日照发展有限公司,YG115  ,山东高速日照发展有限公司,K756+030,3D220A,3C2205,1
G001537007001320130,圈村枢纽-日照北虚收费门架,2,沈阳方向,371100,日照,35.46925000000000000,119.46370300000000000,G001537,G15沈海高速,YG1,山东高速集团,YG115,山东高速日照发展有限公司,YG115  ,山东高速日照发展有限公司,K714+500,3D220D,3C2202,1
G001537001000110010,大杨家枢纽-中桥虚收费门架,1,海口方向,370600,烟台,37.50359500000000000,121.09351600000000000,G001537,G15沈海高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K428+700,3C2401,3D2410,1
G001537001000310030,臧家庄虚-沈海蓬栖枢纽收费门架,1,海口方向,370600,烟台,37.47336500000000000,120.96855800000000000,G001537,G15沈海高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K440+180,3C2403,3D240E,1
G001537001001020100,莱阳虚-栖霞南虚收费门架,2,沈阳方向,370600,烟台,37.15020100000000000,120.64217700000000000,G001537,G15沈海高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K487+750,3D240A,3C2407,1
G000237009000620060,郭店虚-小许家枢纽收费门架,2,逆时针方向,370100,济南,36.72710600000000000,117.21115500000000000,G200137,G2001济南绕城高速,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,K011+700,3D0D06,3C0D03,1
S001237001000620040,无棣东虚-古城枢纽收费门架,2,滨州方向,371600,滨州,37.71041300000000000,117.74040100000000000,S001237,S12滨德高速,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,K007+350,3D4802,3C4801,1
S001237002000310030,乐陵虚-济乐滨德枢纽收费门架,1,德州方向,371400,德州,37.67605100000000000,117.15050000000000000,S001237,S12滨德高速,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,K061+200,3C4903,3D4912,1
S001237002000610060,德州东虚-德州北枢纽收费门架,1,德州方向,371400,德州,37.47721400000000000,116.42898500000000000,S001237,S12滨德高速,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,K130+900,3C4906,3D490F,1
S001237002000810080,德州北虚-德州西虚收费门架,1,德州方向,371400,德州,37.51199100000000000,116.33359900000000000,S001237,S12滨德高速,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,K140+400,3C4908,3D490D,1
S001237002002520020,乐陵虚-乐陵东虚收费门架,2,滨州方向,371400,德州,37.67758255000000000,117.23621560000000000,S001237,S12滨德高速,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,K054+165,3D4922,3C4921,1
G251637004000110010,高邢青银枢纽-高唐西虚收费门架,1,吕梁方向,371500,聊城,36.90430400000000000,116.16550700000000000,G251637,G2516东吕高速,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,K262+580,3C4A01,3D4A0C,1
G251637004000510110,临清虚-高邢鲁冀收费门架,1,吕梁方向,371500,聊城,36.88112400000000000,115.76451600000000000,G251637,G2516东吕高速,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,K299+804,3E4A05,3F4A07,3
S740137001000110010,莱州港虚-荣乌莱州疏港枢纽收费门架,1,梁郭方向,370600,烟台,37.36474500000000000,120.01941500000000000,S740137,S7401烟台莱州港区疏港高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K005+650,3C7403,3D7404,1
S740237001000320030,八角枢纽-八角虚收费门架,2,北向,370600,烟台,37.63994400000000000,121.10429800000000000,S740237,S7402烟台西港区疏港高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K009+550,3D7407,3C7406,1
S780137001000220020,沈海日照疏港枢纽-日照港虚收费门架,2,日照港方向,371100,日照,35.38933600000000000,119.40223600000000000,S780137,S7801日照港石臼港区疏港高速,YG1,山东高速集团,YG115,山东高速日照发展有限公司,YG115  ,山东高速日照发展有限公司,K012+250,3D1D10,3C1D0F,1
G000337003002610070,邹城北虚-邹城虚收费门架,1,台北方向,370800,济宁,35.46442200000000000,117.04926800000000000,G000337,G3京台高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10104,泰安运管中心,K549+400,3C0820,3D0821,1
G000337008000610070,峄城虚-京台鲁苏虚收费门架,1,台北方向,370400,枣庄,34.60200000000000000,117.41800000000000000,G000337,G3京台高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10106,枣庄运管中心,K652+850,3E0911,3F0912,3
G000337008001320150,滕州南虚-滕州虚收费门架,2,北京方向,370400,枣庄,35.13211600000000000,117.19146300000000000,G000337,G3京台高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10106,枣庄运管中心,K588+150,3D091A,3C0916,1
G000337008003120010,微山湖虚-枣庄南虚收费门架,2,北京方向,370400,枣庄,34.72666600000000000,117.31301100000000000,G000337,G3京台高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10106,枣庄运管中心,K635+450 ,3D0927,3C0926,1
G000337002000620060,满庄虚-泰山枢纽收费门架,2,北京方向,370900,泰安,36.05111048540000000,117.09786365600000000,G000337,G3京台高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10104,泰安运管中心,K481+800,3D0A08,3C0A0B,1
G000337002001220060,磁窑枢纽-宁阳东虚收费门架,2,北京方向,370900,泰安,35.87796284860000000,117.07097234000000000,G000337,G3京台高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10104,泰安运管中心,K501+550,3D0A13,3C0A12,1
S008337003000120010,滕州南虚-木石虚收费门架,2,兰陵方向,370400,枣庄,35.00400000000000000,117.21800000000000000,S008337,S83枣庄连接线高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10106,枣庄运管中心,K050+063,3D9402,3C9401,1
S001137001001420140,海阳北虚-诸往虚收费门架,2,烟台方向,370600,烟台,36.89946200000000000,121.31808300000000000,S001137,S11烟海高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10115,烟台运管中心,K064+200,3D2518,3C2515,1
S001137001002610010,龙角山枢纽-乳山北虚收费门架,1,海阳方向,371000,威海,37.05595100000000000,121.40379900000000000,S001137,S11烟海高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10115,烟台运管中心,K044+742,3C2537,3D2538,1
G002537002000110010,于家庄枢纽-青州北虚收费门架,1,深圳方向,370700,潍坊,36.79307300000000000,118.54343600000000000,G002537,G25长深高速,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,K1413+422,3C5001,3D500E,1
G002537002000610060,临朐南虚-沂山虚收费门架,1,深圳方向,370700,潍坊,36.40098800000000000,118.64227500000000000,G002537,G25长深高速,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,K1458+799,3C5006,3D5009,1
