id$$主键，国标id,station_id$$省标ID,name$$简称,full_name$$全称,toll_plaza_count$$收费广场数量,lng$$经度,lat$$纬度,toll_station_lane_count$$收费站总车道数,toll_station_mtc_count_in$$mtc车道数（入口）,toll_station_etc_count_in$$etc专用车道（入口）,toll_station_etc_count_out$$etc专用车道（出口）,toll_station_mtc_count_out$$mtc专用车道（出口）,region_id$$所在地市编码,region_name$$所在地级市,opma_clique_id$$所属集团公司编码,opma_clique_name$$所属集团公司名称,opma_manager_corp_id$$所属管理公司编码,opma_manager_corp_name$$所属管理公司名称,opma_manager_id$$所属运管单位编码,opma_manager_name$$所属运管单位名称,opma_road_id$$所属高速公路路线编码（运营业务）,opma_road_name$$所属高速公路路线名称（运营业务）,opma_section_id$$None,opma_section_name$$None,opma_stake_num$$所在桩号（运营业务）,opma_stake_no$$所在桩号（保留3位小数）千米
G0015370080010,090201,莱山,山东莱山站,2.0,121.415408000000000,37.433235000000000,8.0,2.0,1.0,3.0,2.0,370600,烟台,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,G001837,G18荣乌高速,G00183706,G18荣乌高速烟台段,K145+000,145.000
G0015370080040,090204,东厅,山东东厅站,2.0,121.226946000000000,37.476129000000000,5.0,1.0,1.0,1.0,2.0,370600,烟台,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,G001837,G18荣乌高速,G00183706,G18荣乌高速烟台段,K162+000,162.000
G0018370010040,350104,南海新港,山东南海新港站,2.0,122.066265000000000,37.049158000000000,6.0,2.0,1.0,1.0,2.0,371000,威海,YG1,山东高速集团,YG117,山东高速威海发展有限公司,YG117  ,山东高速威海发展有限公司,G001837,G18荣乌高速,G00183710,G18荣乌高速威海段,K028+227,28.227
G0018370040010,100301,新河,山东新河站,2.0,119.610351000000000,36.947700000000000,6.0,2.0,1.0,1.0,2.0,370200,青岛,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11401,山东高速青岛发展有限公司运营管理事业部,G001837,G18荣乌高速,G00183702,G18荣乌高速青岛段,K350+000,350.000
G0018370060070,090407,招远北,山东招远北站,2.0,120.310656000000000,37.464093000000000,7.0,2.0,1.0,2.0,2.0,370600,烟台,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,G001837,G18荣乌高速,G00183706,G18荣乌高速烟台段,K261+634,261.634
G0018370070050,200105,寿光北,山东寿光北站,2.0,118.869974000000000,37.020893000000000,6.0,2.0,1.0,1.0,2.0,370700,潍坊,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,G001837,G18荣乌高速,G00183707,G18荣乌高速潍坊段,K417+450,417.450
G0018370130010,120101,滨州,山东滨州站,2.0,117.914797000000000,37.363879000000000,8.0,2.0,1.0,3.0,2.0,371600,滨州,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,G002537,G25长深高速,G00253716,G25长深高速滨州段,K1290+002,1290.002
G0018370130070,120107,无棣,山东无棣站,2.0,117.662172000000000,37.911993000000000,9.0,3.0,1.0,2.0,3.0,371600,滨州,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,G001837,G18荣乌高速,G00183716,G18荣乌高速滨州段,K600+700,600.700
G0018370140020,120502,沾化西,山东沾化西站,2.0,118.076998000000000,37.735223000000000,6.0,2.0,1.0,1.0,2.0,371600,滨州,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,G001837,G18荣乌高速,G00183716,G18荣乌高速滨州段,K552+300,552.300
G0018370160050,010405,南黄,山东南黄站,3.0,121.793988000000000,36.969029000000000,4.0,1.0,1.0,1.0,1.0,371000,威海,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10116,威海运管中心,G181337,G1813威青高速,G18133710,G1813威青高速威海段,K050+000,50.000
G0018370160060,010406,乳山东,山东乳山东站,2.0,121.592705000000000,36.910846000000000,8.0,2.0,1.0,3.0,2.0,371000,威海,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10116,威海运管中心,G181337,G1813威青高速,G18133710,G1813威青高速威海段,K070+000,70.000
G0020370010030,040601,胶州,山东胶州站,2.0,119.989878000000000,36.406298000000000,11.0,3.0,1.0,3.0,4.0,370200,青岛,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10112,青岛运管中心,G002037,G20青银高速,G00203702,G20青银高速青岛段,K063+000,63.000
G0020370010040,040602,蓝村,山东蓝村站,2.0,120.176260000000000,36.423281000000000,13.0,4.0,2.0,2.0,5.0,370200,青岛,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10112,青岛运管中心,G002037,G20青银高速,G00203702,G20青银高速青岛段,K047+000,47.000
G0020370030020,040303,青州东,山东青州东站,2.0,118.620654000000000,36.787145000000000,11.0,2.0,2.0,4.0,3.0,370700,潍坊,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10111,潍坊运管中心,G002037,G20青银高速,G00203707,G20青银高速潍坊段,K198+000,198.000
G0020370050010,040201,邹平东,山东邹平东站,2.0,117.818242000000000,36.855809000000000,9.0,2.0,1.0,4.0,2.0,371600,滨州,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10110,淄博运管中心,G002037,G20青银高速,G00203716,G20青银高速滨州段,K271+100,271.100
G0020370050070,040208,临淄东,山东临淄东站,2.0,118.397935000000000,36.833428000000000,13.0,2.0,2.0,6.0,3.0,370300,淄博,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10110,淄博运管中心,G002037,G20青银高速,G00203703,G20青银高速淄博段,K218+582,218.582
G0020370060050,040108,临港,山东临港站,2.0,117.243495000000000,36.780112000000000,7.0,2.0,1.0,2.0,2.0,370100,济南,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10109,济青济南运管中心,G003537,G35济广高速,G00353701,G35济广高速济南段,K002+645,2.645
G0020370060060,040109,东客站,山东东客站,2.0,117.141238000000000,36.759658000000000,7.0,2.0,1.0,2.0,2.0,370100,济南,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10109,济青济南运管中心,G003537,G35济广高速,G00353701,G35济广高速济南段,K012+678,12.678
G0020370070010,020203,禹城南,山东禹城南站,2.0,116.651159000000000,36.873847000000000,7.0,2.0,1.0,1.0,3.0,371400,德州,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10102,夏津运管中心,G002037,G20青银高速,G00203714,G20青银高速德州段,K381+000,381.000
G0020370070030,020702,高唐,山东高唐站,2.0,116.233914000000000,36.915758000000000,5.0,2.0,0.0,0.0,3.0,371500,聊城,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10102,夏津运管中心,G002037,G20青银高速,G00203715,G20青银高速聊城段,K419+000,419.000
G0022370020020,180302,青兰杨庄,山东青兰杨庄站,2.0,118.867224000000000,36.038029000000000,7.0,2.0,1.0,2.0,2.0,371300,临沂,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,G002237,G22青兰高速,G00223713,G22青兰高速临沂段,K175+065,175.065
G0022370030020,180202,沂源,山东沂源站,2.0,118.133272000000000,36.155688000000000,8.0,2.0,1.0,2.0,3.0,370300,淄博,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,G002237,G22青兰高速,G00223703,G22青兰高速淄博段,K249+583,249.583
G0022370050060,503006,河套,山东河套站,4.0,120.164172000000000,36.242626000000000,13.0,3.0,4.0,1.0,5.0,370200,青岛,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11402,山东高速青岛公路有限公司,G002237,G22青兰高速,G00223702,G22青兰高速青岛段,K033+000,33.000
G0022370050080,503008,红石崖,山东红石崖站,4.0,120.072650000000000,36.091091000000000,14.0,5.0,2.0,1.0,6.0,370200,青岛,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11402,山东高速青岛公路有限公司,G002237,G22青兰高速,G00223702,G22青兰高速青岛段,K057+000,57.000
G0025370030010,280201,沂水北,山东沂水北站,2.0,118.722559000000000,35.986136000000000,6.0,2.0,1.0,1.0,2.0,371300,临沂,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,G002537,G25长深高速,G00253713,G25长深高速临沂段,K1507+420,1507.420
G0025370050010,560101,博兴,山东博兴站,2.0,118.088101000000000,37.231217000000000,8.0,2.0,1.0,2.0,3.0,371600,滨州,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10110,淄博运管中心,G002537,G25长深高速,G00253716,G25长深高速滨州段,K1319+176,1319.176
G0035370010010,160101,长清,山东长清站,2.0,116.728060000000000,36.481616000000000,6.0,1.0,1.0,2.0,2.0,370100,济南,YG1,山东高速集团,YG102,齐鲁高速公路股份有限公司,YG10201,济菏运管中心,G003537,G35济广高速,G00353701,G35济广高速济南段,K072+000,72.000
G0035370010030,160103,平阴,山东平阴站,2.0,116.482052000000000,36.276934000000000,8.0,2.0,2.0,2.0,2.0,370100,济南,YG1,山东高速集团,YG102,齐鲁高速公路股份有限公司,YG10201,济菏运管中心,G003537,G35济广高速,G00353701,G35济广高速济南段,K105+000,105.000
G0035370030030,080403,菏泽东,山东菏泽东站,2.0,115.573897000000000,35.290788000000000,8.0,2.0,1.0,3.0,2.0,371700,菏泽,YG1,山东高速集团,YG109,山东高速菏泽发展有限公司,YG109  ,山东高速菏泽发展有限公司,G351137,G3511菏宝高速,G35113717,G3511菏宝高速,K003+818,3.818
G0035370030060,080406,东明,山东东明站,2.0,115.130561000000000,35.307402000000000,8.0,1.0,2.0,3.0,2.0,371700,菏泽,YG1,山东高速集团,YG109,山东高速菏泽发展有限公司,YG109  ,山东高速菏泽发展有限公司,S003237,S32菏东高速,S00323717,S32菏东高速,K044+088,44.088
G003W370040020,320102,莘县北,山东莘县北站,2.0,115.751095000000000,36.268614000000000,6.0,1.0,2.0,1.0,2.0,371500,聊城,YG1,山东高速集团,YG102,齐鲁高速公路股份有限公司,YG10202,德莘运管中心,G032137,G0321德上高速,G03213715,G0321德上高速聊城段,K169+497,169.497
G003W370040070,320108,聊城西,山东聊城西站,2.0,115.900570000000000,36.465611000000000,7.0,1.0,2.0,2.0,2.0,371500,聊城,YG1,山东高速集团,YG102,齐鲁高速公路股份有限公司,YG10202,德莘运管中心,S000137,S1济聊高速,S00013715,S1济聊高速聊城段,K090+900,90.900
G003W370060010,340101,鄄城北,山东鄄城北站,2.0,115.550707000000000,35.677788000000000,6.0,2.0,0.0,2.0,2.0,371700,菏泽,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10117,菏泽运管中心,G032137,G0321德上高速,G03213717,G0321德上高速菏泽段,K239+930,239.930
G003W370060030,340103,鄄城南,山东鄄城南站,2.0,115.633839000000000,35.450838000000000,8.0,2.0,1.0,3.0,2.0,371700,菏泽,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10117,菏泽运管中心,G032137,G0321德上高速,G03213717,G0321德上高速菏泽段,K266+359,266.359
G1511370010010,080101,日照,山东日照站,2.0,119.426673000000000,35.411599000000000,16.0,2.0,4.0,6.0,4.0,371100,日照,YG1,山东高速集团,YG115,山东高速日照发展有限公司,YG115  ,山东高速日照发展有限公司,G151137,G1511日兰高速,G15113711,G1511日兰高速日照段,K000+332,0.332
G1511370010020,080102,西湖,山东西湖站,2.0,119.229266000000000,35.492179000000000,6.0,2.0,1.0,1.0,2.0,371100,日照,YG1,山东高速集团,YG115,山东高速日照发展有限公司,YG115  ,山东高速日照发展有限公司,G151137,G1511日兰高速,G15113711,G1511日兰高速日照段,K021+888,21.888
G1511370010030,080103,莒县东,山东莒县东站,2.0,118.831206000000000,35.456845000000000,4.0,1.0,1.0,1.0,1.0,371100,日照,YG1,山东高速集团,YG115,山东高速日照发展有限公司,YG115  ,山东高速日照发展有限公司,G151137,G1511日兰高速,G15113711,G1511日兰高速日照段,K059+280,59.280
G1511370040050,020805,菏泽新区,山东菏泽新区站,2.0,115.588394000000000,35.223319000000000,8.0,2.0,2.0,2.0,2.0,371700,菏泽,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10117,菏泽运管中心,G151137,G1511日兰高速,G15113717,G1511日兰高速菏泽段,K376+471,376.471
G1813370020040,190204,辛安,山东辛安站,2.0,120.999512000000000,36.670770000000000,4.0,1.0,1.0,1.0,1.0,370600,烟台,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,G181337,G1813威青高速,G18133706,G1813威青高速烟台段,K132+300,132.300
G1813370020050,190205,海阳西,山东海阳西站,2.0,121.120573000000000,36.728013000000000,4.0,1.0,1.0,1.0,1.0,370600,烟台,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,G181337,G1813威青高速,G18133706,G1813威青高速烟台段,K119+800,119.800
G1813370020070,190207,留格庄,山东留格庄站,2.0,121.342243000000000,36.779585000000000,4.0,1.0,1.0,1.0,1.0,370600,烟台,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,G181337,G1813威青高速,G18133706,G1813威青高速烟台段,K099+000,99.000
G1815370010050,470105,安丘官庄,山东安丘官庄站,2.0,119.186354000000000,36.263994000000000,6.0,2.0,1.0,1.0,2.0,370700,潍坊,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10114,潍日运管中心,G181537,G1815潍日高速,G18153707,G1815潍日高速潍坊段,K095+546,95.546
G1815370010070,470107,诸城龙都,山东诸城龙都站,2.0,119.276560000000000,35.927072000000000,8.0,2.0,1.0,2.0,3.0,370700,潍坊,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10114,潍日运管中心,G181537,G1815潍日高速,G18153707,G1815潍日高速潍坊段,K135+429,135.429
G1815370010100,470110,街头,山东街头站,2.0,119.291389000000000,35.589092000000000,6.0,2.0,1.0,1.0,2.0,371100,日照,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10114,潍日运管中心,G181537,G1815潍日高速,G18153711,G1815潍日高速日照段,K173+394,173.394
G2516370020030,390203,滨州西,山东滨州西站,2.0,117.720540000000000,37.415591000000000,9.0,2.0,1.0,4.0,2.0,371600,滨州,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,G251637,G2516东吕高速,G25163716,G2516东吕高速滨州段,K082+715,82.715
G2516370040030,240103,临清,山东临清站,2.0,115.784031000000000,36.877288000000000,6.0,2.0,1.0,1.0,2.0,371500,聊城,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,G251637,G2516东吕高速,G25163715,G2516东吕高速聊城段,K298+000,298.000
S0001370020010,060101,茌平,山东茌平站,2.0,116.261900000000000,36.552943000000000,6.0,2.0,1.0,1.0,2.0,371500,聊城,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,S000137,S1济聊高速,S00013715,S1济聊高速聊城段,K055+500,55.500
S0001370020020,060102,聊城东,山东聊城东站,4.0,116.028192000000000,36.491066000000000,14.0,4.0,3.0,3.0,4.0,371500,聊城,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,S000137,S1济聊高速,S00013715,S1济聊高速聊城段,K077+580,77.580
S0001370020030,060103,聊城,山东聊城站,4.0,115.953537000000000,36.486242000000000,16.0,4.0,2.0,6.0,4.0,371500,聊城,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,S000137,S1济聊高速,S00013715,S1济聊高速聊城段,K084+700,84.700
S0011370010010,250101,烟台,山东烟台站,4.0,121.471557000000000,37.441886000000000,18.0,2.0,4.0,7.0,5.0,370600,烟台,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10115,烟台运管中心,S001137,S11烟海高速,S00113706,S11烟海高速烟台段,K000+000,0.000
S0011370010070,250107,海阳东,山东海阳东站,2.0,121.293840000000000,36.763969000000000,8.0,1.0,2.0,4.0,1.0,370600,烟台,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10115,烟台运管中心,S001137,S11烟海高速,S00113706,S11烟海高速烟台段,K080+613,80.613
S0012370010010,230101,无棣东,山东无棣东站,2.0,117.723071000000000,37.703130000000000,6.0,1.0,1.0,2.0,2.0,371600,滨州,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,S001237,S12滨德高速,S00123716,S12滨德高速滨州段,K009+100,9.100
S0012370020040,230204,德州东,山东德州东站,2.0,116.452070000000000,37.473697000000000,6.0,1.0,1.0,2.0,2.0,371400,德州,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,S001237,S12滨德高速,S00123714,S12滨德高速德州段,K127+882,127.882
S0012370020050,230205,德州北,山东德州北站,4.0,116.354824000000000,37.507587000000000,12.0,3.0,2.0,3.0,4.0,371400,德州,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,S001237,S12滨德高速,S00123714,S12滨德高速德州段,K138+400,138.400
S0016370010010,010201,武备,山东武备站,2.0,120.339128000000000,36.853566000000000,4.0,1.0,1.0,1.0,1.0,370200,青岛,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10113,潍莱运管中心,S001637,S16荣潍高速,S00163702,S16荣潍高速青岛段,K194+000,194.000
S0016370040050,600205,吕格庄,山东吕格庄站,2.0,120.654123000000000,36.901440000000000,8.0,2.0,1.0,3.0,2.0,370600,烟台,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,S001637,S16荣潍高速,S00163706,S16荣潍高速烟台段,K165+940,165.940
S0017370010010,420101,蓬莱,山东蓬莱站,2.0,120.870903000000000,37.754651000000000,12.0,2.0,3.0,4.0,3.0,370600,烟台,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,S001737,S17蓬栖高速,S00173706,S17蓬栖高速,K002+910,2.910
S0019370040010,460101,招远玲珑,山东招远玲珑站,2.0,120.454716000000000,37.408204000000000,6.0,2.0,1.0,2.0,1.0,370600,烟台,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10113,潍莱运管中心,S001937,S19龙青高速,S00193706,S19龙青高速烟台段,K029+000,29.000
S0019370040020,460102,招远东,山东招远东站,2.0,120.480685000000000,37.349354000000000,6.0,2.0,1.0,2.0,1.0,370600,烟台,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10113,潍莱运管中心,S001937,S19龙青高速,S00193706,S19龙青高速烟台段,K037+838,37.838
S0019370040030,460103,招远毕郭,山东招远毕郭站,2.0,120.519888000000000,37.223674000000000,6.0,2.0,1.0,2.0,1.0,370600,烟台,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10113,潍莱运管中心,S001937,S19龙青高速,S00193706,S19龙青高速烟台段,K052+000,52.000
S0026370010020,150202,莱芜西,山东莱芜西站,2.0,117.597741000000000,36.198968000000000,8.0,1.0,2.0,3.0,2.0,370100,济南,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,S002637,S26莱泰高速,S00263701,S26莱泰高速济南段,K013+000,13.000
S0026370020010,150101,莱泰泰安,山东莱泰泰安站,2.0,117.217426000000000,36.189214000000000,8.0,2.0,1.0,3.0,2.0,370900,泰安,YG1,山东高速集团,YG116,山东高速泰安发展有限公司,YG116  ,山东高速泰安发展有限公司,S002637,S26莱泰高速,S00263709,S26莱泰高速泰安段,K049+249,49.249
S0029370040010,700101,平邑北,山东平邑北收费站,2.0,117.728744000000000,35.660012000000000,7.0,2.0,1.0,2.0,2.0,371300,临沂,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,S002937,S29滨台高速,S00293713,S29滨台高速临沂段,K203+578,203.578
S0029370050010,700201,山亭东,山东山亭东收费站,2.0,117.542017000000000,35.082594000000000,7.0,2.0,1.0,2.0,2.0,370400,枣庄,YG1,山东高速集团,YG120,山东高速枣庄发展有限公司,YG120  ,山东高速枣庄发展有限公司,S002937,S29滨台高速,S00293704,S29滨台高速枣庄段,K278+520,278.520
S0030370020020,620102,汶上北,山东汶上北站,2.0,116.604759000000000,35.843463000000000,6.0,2.0,1.0,1.0,2.0,370800,济宁,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,S003037,S30董梁高速,S00303708,S30董梁高速济宁段,K312+585,312.585
S0030370020050,620105,杨营,山东杨营站,2.0,115.960204000000000,35.821486000000000,7.0,2.0,1.0,1.0,3.0,370800,济宁,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,S003037,S30董梁高速,S00303708,S30董梁高速济宁段,K373+101,373.101
S0038370010030,260103,峄城东,山东峄城东站,2.0,117.765758000000000,34.818948000000000,4.0,1.0,1.0,1.0,1.0,370400,枣庄,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10106,枣庄运管中心,S003837,S38岚菏高速,S00383713,S38岚菏高速临沂段,K149+000,149.000
S0038370010040,260104,峄城南,山东峄城南站,2.0,117.632162000000000,34.728038000000000,9.0,2.0,1.0,3.0,3.0,370400,枣庄,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10106,枣庄运管中心,S003837,S38岚菏高速,S00383704,S38岚菏高速枣庄段,K165+000,165.000
S0038370010060,260106,枣庄新城,山东枣庄新城站,2.0,117.385727000000000,34.707745000000000,9.0,2.0,1.0,3.0,3.0,370400,枣庄,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10106,枣庄运管中心,S003837,S38岚菏高速,S00383704,S38岚菏高速枣庄段,K188+000,188.000
S0038370040050,660105,沂河新区,山东沂河新区收费站,2.0,118.496588000000000,34.907371000000000,6.0,2.0,1.0,1.0,2.0,371300,临沂,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,S003837,S38岚菏高速,S00383713,S38岚菏高速临沂段,K079+310,79.310
S0083370020010,520101,税郭,山东税郭站,2.0,117.675893000000000,34.841077000000000,9.0,2.0,1.0,3.0,3.0,370400,枣庄,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10106,枣庄运管中心,S008337,S83枣庄连接线高速,S00833704,S83枣木高速,K006+500,6.500
G9911370030050,720301,唐王南,山东唐王南收费站,2.0,117.299804000000000,36.770458000000000,8.0,2.0,2.0,2.0,2.0,370100,济南,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,G991137,G9911济南都市圈环线,G99113701,G9911济南都市圈环线高速济南段,K284+000,284.000
S0005370020020,720304,码头,山东码头收费站,2.0,117.394438000000000,37.042789000000000,6.0,2.0,1.0,1.0,2.0,371600,滨州,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,S000537,S5济高高速,S00053716,S5济高高速滨州段,K033+926,33.926
S0008370010010,720101,大安机场,山东大安机场站,2.0,116.719682000000000,35.621080000000000,9.0,2.0,3.0,2.0,2.0,370800,济宁,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,S000837,S8济微高速,S00083708,S8济微高速济宁段,K089+756,89.756
S0006370040010,721201,山大南,山东山大南收费站,2.0,117.415,36.63736,6.0,2.0,1.0,1.0,2.0,370100,济南,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,S000637,S6济潍高速,S00063701,S6济潍高速济南段,K003+318,3.318
S0027370010020,720702,秦皇台,山东秦皇台收费站,2.0,118.111016000000000,37.491796000000000,8.0,2.0,2.0,2.0,2.0,371600,滨州,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,S002737,S27沾临高速,S00273716,S27沾临高速滨州段,K028+806,28.806
S0027370010040,720704,梁才,山东梁才收费站,2.0,118.104133000000000,37.388744000000000,7.0,2.0,1.0,2.0,2.0,371600,滨州,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,S002737,S27沾临高速,S00273716,S27沾临高速滨州段,K040+853,40.853
S0006370020010,721001,临朐东,山东省临朐东收费站,2.0,118.758889000000000,36.515555000000000,6.0,2.0,1.0,1.0,2.0,370700,潍坊,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,S000637,S6济潍高速,S00063707,S6济潍高速潍坊段,K133+952,133.952
S0006370020030,721003,鄌郚,山东鄌郚收费站,2.0,118.886894000000000,36.504153000000000,6.0,2.0,1.0,1.0,2.0,370700,潍坊,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,S000637,S6济潍高速,S00063707,S6济潍高速潍坊段,K145+873,145.873
G9911370010060,720906,胡官屯,山东胡官屯站,2.0,116.584040000000000,36.564805000000000,6.0,2.0,1.0,1.0,2.0,371400,德州,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10102,夏津运管中心,G991137,G9911济南都市圈环线,G99113714,G9911济南都市圈环线高速德州段,K132+500,132.500
G0003370090020,720202,万德,山东万德站,2.0,116.910901409088000,36.348142343522400,8.0,2.0,2.0,2.0,2.0,370100,济南,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10103,京台济南运管中心,G000337,G3京台高速,G00033701,G3京台高速济南段,K443+000,443.000
G0018370110020,130202,陈庄,山东陈庄站,2.0,118.506273000000000,37.708157000000000,8.0,2.0,1.0,3.0,2.0,370500,东营,YG1,山东高速集团,YG108,山东高速东营发展有限公司,YG10801,东营分公司,G001837,G18荣乌高速,G00183705,G18荣乌高速东营段,K514+300,514.300
G0018370120050,110105,广饶,山东广饶站,2.0,118.536412000000000,37.042562000000000,7.0,2.0,1.0,2.0,2.0,370500,东营,YG1,山东高速集团,YG108,山东高速东营发展有限公司,YG10802,山东东青公路有限公司,G002537,G25长深高速,G00253705,G25长深高速东营段,K1386+000,1386.000
G2516370010010,390301,利津北,山东利津北站,2.0,118.262421000000000,37.580098000000000,10.0,2.0,2.0,4.0,2.0,370500,东营,YG1,山东高速集团,YG108,山东高速东营发展有限公司,YG10801,东营分公司,G251637,G2516东吕高速,G25163705,G2516东吕高速东营段,K028+800,28.800
S7201370010010,130101,集贤,山东集贤站,2.0,118.533736000000000,37.645570000000000,9.0,3.0,2.0,2.0,2.0,370500,东营,YG1,山东高速集团,YG108,山东高速东营发展有限公司,YG10801,东营分公司,S720137,S7201东营港疏港高速,S72013705,S7201东营港疏港高速,K059+400,59.400
S0021370010020,721302,醴泉,山东醴泉站,2.0,119.6353440000000000,36.4301860000000000,,,,,,370700,潍坊,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,S002137,S21新董高速,S00213707,S21新董高速潍坊段,K61+482,61.482
S0021370010030,721303,阚家,山东阚家站,2.0,119.6322700000000000,36.3625620000000000,,,,,,370700,潍坊,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,S002137,S21新董高速,S00213707,S21新董高速潍坊段,K68+894,68.894
S0021370010060,721306,辛兴南,山东辛兴南站,2.0,119.5927450000000000,36.0298350000000000,,,,,,370700,潍坊,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,S002137,S21新董高速,S00213707,S21新董高速潍坊段,K107+690,107.690
